Minangkabau	Indonesia
biologi	biologi
biologis	biologis
biosfer	biosfer
bioskop	bioskop
bir	bir
biro	biro
birokrat	birokrat
biru	biru
bisa	bisa
bisan	bisan
bisbol	bisbol
biskuit	biskuit
bisnis	bisnis
biso	bisa
bison	bison
bissau	bissau
bisuak	besok
bius	bius
bivak	bivak
blang	blang
bld	bld
blok	blok
blues	blues
bo	bo
bocah	bocah
bodi	bodi
boga	boga
bogor	bogor
bohemia	bohemia
bola	bola
bolak	bolak
bolanyo	bolanya
boling	boling
bolivia	bolivia
bolon	bolon
bolu	bolu
bom	bom
bombay	bombay
bon	bon
boneka	boneka
bongso	bangsa
bonjol	bonjol
bonny	bonny
bonus	bonus
borang	borang
bordeaux	bordeaux
borealis	borealis
borneensis	borneensis
borobudur	borobudur
boru	boru
bos	bos
bosnia	bosnia
botani	botani
boto	boto
botol	botol
botswana	botswana
bpk	bpk
bps	bps
brahma	brahma
brahmi	brahmi
brak	brak
brasil	brasil
brawijaya	brawijaya
brazil	brazil
bri	bri
brigadir	brigadir
brigjen	brigjen
britania	britania
bromo	bromo
brunei	brunei
bruto	bruto
bt	bt
bu	bu
bua	bua
buah	buah
buahan	buahan
buahnyo	buahnya
buana	buana
buang	bung
buatan	buatan
buaya	buaya
buayo	buaya
bubar	bubar
bubua	bubur
bubuak	bubuk
budak	budak
budaknyo	budaknya
budaya	budaya
budayawan	budayawan
budayo	budaya
budayonyo	budayanya
budayowan	budayawan
buddha	buddha
buddhisme	buddhisme
budha	budha
budi	budi
budidaya	budidaya
budidayo	budidaya
budiman	budiman
buek	buat
buekan	buatan
bugih	bugis
bugis	bugis
buih	buih
bujang	bujang
bujua	bujur
bujur	bujur
buka	buka
bukan	bukan
bukanlah	bukanlah
bukannyo	bukannya
bukhari	bukhari
bukik	bukit
bukit	bukit
bukti	bukti
buktinyo	buktinya
buku	buku
bukunyo	bukunya
bulan	bulan
bulanan	bulanan
bulando	belanda
bulannyo	bulannya
bulek	bulat
buletin	buletin
buliah	boleh
bulu	bulu
buluah	buluh
buluh	buluh
bulunyo	bulunya
bulutangkis	bulutangkis
bumbu	bumbu
bumbung	bumbung
bumbunyo	bumbunya
bumd	bumd
bumi	bumi
bumiputera	bumiputera
bumiputra	bumiputra
bumn	bumn
bunda	bunda
bundar	bundar
bundaran	bundaran
bung	bung
bunga	bunga
bungkuak	bungkuk
bungkuih	bungkus
bunglon	bunglon
bungo	bunga
bungonyo	bunganya
bungsu	bungsu
bungur	bungur
bunker	bunker
bunuah	bunuh
bunut	bunut
bunyi	bunyi
bunyian	bunyian
bupati	bupati
burak	burak
burkina	burkina
bursa	bursa
buru	buru
buruah	buruh
buruak	buruk
buruang	burung
buruannyo	buruannya
buruh	buruh
burundi	berunding
burung	burung
bus	bus
busa	busa
busana	busana
buto	buta
buton	buton
butuah	butuh
butuh	butuh
buya	buya
buyuang	buyung
c	c
ca	ca
cabai	cabai
cabang	cabang
cabangnyo	cabangnya
cabe	cabe
cabiak	sobek
cacao	cacao
cachexia	cachexia
caciang	cacing
cacing	cacing
cadangan	cadangan
cadiak	cerdik
cagar	cagar
cahaya	cahaya
cahayo	cahaya
cahayonyo	cahayanya
caia	cair
cair	cair
cairan	cairan
cak	cak
cakak	berkelahi
cako	tadi
cakrawala	cakrawala
cakuang	cekung
cakuangan	cekungan
caliak	lihat
calon	calon
camaik	camat
camarlang	cemerlang
camat	camat
cambuang	cambung
camelia	camelia
camin	cermin
campo	campur
campua	campur
campuaan	mencampurkan
campuan	campuran
campur	campur
campuran	campuran
canang	canang
cancang	cancang
candi	candi
cando	canda
candu	candu
canduang	candung
canescens	canescens
canggih	canggih
cangkeh	cengkeh
cangkok	cangkok
cangkua	cangkul
caniago	caniago
cannabis	cannabis
cap	cap
capaian	capaian
capek	cepat
capeknyo	cepatnya
cara	cara
caranyo	caranya
cari	cari
carito	cerita
caritonyo	ceritanya
caro	cara
caronyo	caranya
carter	carter
cat	cat
catatan	catatan
catatannyo	catatannya
cati	cati
catuih	korek
catur	catur
cedera	cedera
cegak	sehat
cek	cek
ceko	ceko
celsius	celsius
cemara	cemara
cemburu	cemburu
cemerlang	cemerlang
cempaka	cempaka
cenderung	cenderung
cengal	cengal
cengkeh	cengkeh
ceramah	ceramah
cerapan	cerapan
cerdas	cerdas
ceria	ceria
cerita	cerita
cermin	cermin
cerna	cerna
cerpen	cerpen
cerpenis	cerpenis
cerpennyo	cerpennya
cesar	cesar
cetak	cetak
cetakan	cetakan
cf	cf
ch	ch
chairil	chairil
china	china
chinensis	chinensis
chino	china
cia	cia
cicit	cicit
cidera	cedera
ciek	satu
cik	cik
cikal	cikal
cilacap	cilacap
ciliang	ciling
cilik	cilik
ciliwung	ciliwung
cina	cina
cincin	cincin
cindai	cindai
cindawan	cendawan
cindua	cendol
cinerea	cinerea
cingam	cingam
cino	cina
cinta	cinta
cinto	cinta
cintonyo	cintanya
cipta	cipta
ciptaan	ciptaan
ciptaannyo	ciptaannya
ciptanyo	ciptanya
cipto	cipta
cirebon	cirebon
ciri	ciri
cirinyo	cirinya
cis	cis
cita	cita
cito	cita
citonyo	citanya
citra	citra
cl	cl
cm	cm
co	co
cocok	cocok
cokelat	cokelat
coklat	coklat
colok	colok
com	com
concong	concong
condoang	condong
condong	condong
contoh	contoh
contohnya	contohnya
contohnyo	contohnya
corak	corak
coraknyo	coraknya
coret	coret
cornelis	cornelis
corong	corong
corps	corps
costata	costata
cu	cu
cuaca	cuaca
cuaco	cuaca
cubadak	nangka
cubo	coba
cuci	cuci
cucu	cucu
cucunyo	cucunya
cucur	cucur
cukai	cukai
cuko	cuka
cukua	cukur
cukuik	cukup
cukup	cukup
cum	cum
cuma	cuma
cuman	cuma
cumi	cumi
cumo	cuma
cup	cup
curah	curah
curam	curam
curcuma	curcuma
curito	cerita
cut	cut
d	d
da	da
dadak	dadak
dadiah	dadih
dado	dada
daeng	daeng
daerah	daerah
daerahnyo	daerahnya
daftar	daftar
dagang	dagang
dagiang	daging
dagiangnyo	dagingnya
dahi	dahi
dahlia	dahlia
dahulu	dahulu
dahulunyo	dahulunya
dai	dai
dak	tidak
dakar	dakar
dakek	dekat
dakeknyo	dekatnya
daku	daku
dakwah	dakwah
dakwahnyo	dakwahnya
dalam	dalam
dalamnyo	dalamnya
dalang	dalang
dalapan	delapan
dalem	dalam
dalil	dalil
dalimo	delima
dam	dam
damai	damai
damam	demam
damar	damar
dampak	dampak
dan	dan
dana	dana
danau	danau
dandam	dendam
dandang	dandang
dando	denda
dang	dang
dangdut	dangdut
dangka	dangkal
daniel	daniel
dap	dap
dapaik	dapat
dapat	dapat
dapek	dapat
dapekan	dapatkan
dapua	dapur
dara	dara
darah	darah
darahnyo	darahnya
daraik	darat
darajaik	derajat
darama	drama
darat	darat
daratan	daratan
dari	dari
darinyo	darinya
daripado	daripada
darito	derita
darmaga	dermaga
darmawan	dermawan
daro	dara
daruraik	darurat
darurat	darurat
darussalam	darussalam
darwin	darwin
darwis	darwis
das	das
dasa	dasa
dasakan	desakan
dasanyo	dasarnya
dasar	dasar
dasarnya	dasarnya
dasarnyo	dasarnya
data	data
datang	datang
datangnyo	datangnya
datar	datar
dataran	dataran
datiak	detik
dato	datuk
datuak	datuk
datuaknyo	datuknya
datuk	datuk
datum	datum
daud	daud
daulu	dahulu
daulunyo	dahulunya
daun	daun
daunnyo	daunnya
daya	daya
dayak	dayak
dayo	daya
dd	dd
de	de
dea	dea
debat	debat
debu	debu
debut	debut
def	def
defence	defence
defensif	defensif
definisi	definisi
degradasi	degradasi
dehidrasi	dehidrasi
dek	karena
dekade	dekade
dekan	dekan
dekat	dekat
deknyo	karenanya
dekorasi	dekorasi
dekrit	dekrit
del	del
delegasi	delegasi
deli	deli
delik	delik
delta	delta
demak	demak
demi	demi
demikian	demikian
demografi	demografi
demokrasi	demokrasi
demokrat	demokrat
demokratik	demokratik
demokratis	demokratis
demonstran	demonstran
demonstrasi	demonstrasi
den	saya
denah	denah
denai	denai
dendang	dendang
dendeng	dendeng
dengan	dengan
denmark	denmark
denominasi	denominasi
depan	depan
departemen	departemen
depdikbud	depdikbud
depok	depok
deportasi	deportasi
depresi	depresi
deputi	deputi
der	der
derajat	derajat
deras	deras
deret	deret
deretan	deretan
dermaga	dermaga
dermawan	dermawan
des	des
desa	desa
desain	desain
desainer	desainer
desakan	desakan
desember	desember
desentralisasi	desentralisasi
deskripsi	deskripsi
destinasi	destinasi
destruktif	destruktif
detail	detail
detasemen	detasemen
deteksi	deteksi
detektif	detektif
detik	detik
dewa	dewa
dewan	dewan
dewantara	dewantara
dewasa	dewasa
dewata	dewata
dewi	dewi
dharma	dharma
di	di
dia	dia
diabadian	diabadikan
diabadikan	diabadikan
diabaian	diabaikan
diabetes	diabetes
diabihan	dihabiskan
diabuih	direbus
diadaptasi	diadaptasi
diadiahan	dihadiahkan
diadili	diadili
diadoan	diadakan
diadoannyo	diadakannya
diadokan	diadakan
diadopsi	diadopsi
diaduak	diaduk
diagia	diberikan
diagiah	diberi
diagiahan	diberikan
diagiahkan	diberikan
diagian	diberikan
diagnosis	diagnosis
diah	diah
diajaan	diajarkan
diajak	diajak
diajari	diajari
diajuan	diajukan
diakhiri	diakhiri
diakses	diakses
diaktifkan	diaktifkan
diakui	diakui
dialami	dialami
dialaminyo	dialaminya
dialeh	dialas
dialek	diarak
dialiri	dialiri
dialog	dialog
dialuihan	dihaluskan
diam	diam
diamalkan	diamalkan
diamati	diamati
diambia	diambil
diambiak	diambil
diambiek	diambil
diambil	diambil
diameter	diameter
dian	dian
diancam	diancam
diancuaan	dihancurkan
diancuan	dihancurkan
dianggap	dianggap
dianggok	dianggap
diangkek	diangkat
diangket	diangkat
diangkuik	diangkut
dianjurkan	dianjurkan
diantaranya	diantaranya
diantaranyo	diantaranya
diantaro	diantara
diantaronyo	diantaranya
dianugarahi	dianugerahi
dianugerahi	dianugerahi
dianuik	dianut
diapik	dijepit
diaragoi	dihargai
diarahkan	diarahkan
diaratian	diartikan
diare	diare
diarokan	diharapkan
diartikan	diartikan
dias	dias
diasiangan	diasingkan
diasiangkan	diasingkan
diasuah	diasuh
diatasi	diatasi
diateh	diatas
diatua	diatur
diatur	diatur
diawali	diawali
diawasi	diawasi
dibabagai	diberbagai
dibabek	dibabat
dibaco	dibaca
dibacoan	dibacakan
dibacokan	dibacakan
dibagi	dibagi
dibagikan	dibagikan
dibaka	dibakar
dibakar	dibakar
dibalah	dibelah
dibali	dibeli
dibaliak	dibalik
dibaliakan	dibalikkan
dibanamkan	dibenamkan
dibandiang	dibandingkan
dibandiangan	dibandingkan
dibandiangkan	dibandingkan
dibandingan	dibandingkan
dibandingkan	dibandingkan
dibangun	dibangun
dibantai	dibantai
dibantu	dibantu
dibantuak	dibentuk
dibantuaklah	dibentuklah
dibantuan	dibantu
dibao	dibawa
dibaok	dibawa
dibaokan	dibawakan
dibarantian	diberhentikan
dibarasiahan	dibersihkan
dibari	diberi
dibarian	diberikan
dibarikan	diberikan
dibasuah	dibasuh
dibatalan	dibatalkan
dibatehi	dibatasi
dibawa	dibawa
dibawo	dibawa
dibayangkan	dibayangkan
dibayia	dibayar
dibebasan	dibebaskan
dibebaskan	dibebaskan
dibedaan	dibedakan
dibedakan	dibedakan
dibedoan	dibedakan
diberikan	diberikan
dibiayai	dibiayai
dibicarokan	dibicarakan
dibina	dibina
dibintangi	dibintangi
dibongka	dibongkar
dibuang	dibuang
dibubaran	dibubarkan
dibubarkan	dibubarkan
dibudidayakan	dibudidayakan
dibuek	dibuat
dibuekan	dibuatkan
dibueknyo	dibuatnya
dibuka	dibuka
dibukak	dibuka
dibuktian	dibuktikan
dibuliahan	dibolehkan
dibumbui	dibumbui
dibungkuih	dibungkus
dibunuah	dibunuh
diburu	diburu
dibutuahkan	dibutuhkan
dicagah	dicegah
dicaliak	dilihat
dicaliakan	diperlihatkan
dicalonan	dicalonkan
dicampua	dicampur
dicanangkan	dicanangkan
dicap	dicap
dicapai	dicapai
dicari	dicari
dicaritoan	diceritakan
dicaritokan	diceritakan
dicatat	dicatat
dicekal	dicekal
dicetak	dicetak
dicintoi	dicintai
diciptaan	diciptakan
diciptakan	diciptakan
dicirikan	dicirikan
dicuci	dicuci
dicurigai	dicurigai
didaerah	didaerah
didahului	didahului
didalamnyo	didalamnya
didampiangi	didampingi
didampingi	didampingi
didanga	didengar
didangakan	didengarkan
didapati	didapati
didapek	didapat
didapekan	didapatkan
didaritonyo	dideritanya
didasaran	didasarkan
didasari	didasari
didasarkan	didasarkan
didata	didata
didatangan	didatangkan
didatangi	didatangi
didatangkan	didatangkan
didefinisikan	didefinisikan
dideportasi	dideportasi
didesain	didesain
dideskripsikan	dideskripsikan
didiagnosis	didiagnosis
didiak	didik
dididiak	dididik
dididik	dididik
didik	didik
didirian	didirikan
didiriannyo	didirikannya
didirikan	didirikan
didirikannyo	didirikannya
didistribusian	didistribusikan
didokumentasikan	didokumentasikan
didominasi	didominasi
didorong	didorong
diduduaki	diduduki
diduga	diduga
didugo	diduga
didukuang	didukung
didukung	didukung
die	die
dieja	dieja
dieksekusi	dieksekusi
diekspor	diekspor
diekspresikan	diekspresikan
diet	diet
dietong	dihitung
difermentasikan	difermentasikan
difokuskan	difokuskan
difungsikan	difungsikan
difusi	difusi
digabuang	digabung
digabuangkan	digabungkan
digabungan	digabungkan
digabungkan	digabungkan
digadangan	dibesarkan
digadangkan	dibesarkan
digambakan	digambarkan
digambaran	digambarkan
digambarkan	digambarkan
diganti	diganti
digantian	digantikan
digantikan	digantikan
digantuang	digantung
digarakkan	digerakkan
digelar	digelar
digigik	digigit
digiliang	digiling
digital	digital
digitalis	digitalis
digolongan	digolongkan
digolongkan	digolongkan
digoreang	digoreng
digoreng	digoreng
digosipkan	digosipkan
digul	digul
diguluang	digulung
digunaaan	digunakan
digunakan	digunakan
digunaon	digunakan
diguno	diguna
digunoan	digunakan
digunoannyo	digunakannya
digunokan	digunakan
dihabihan	dihabiskan
dihadapan	dihadapkan
dihadiri	dihadiri
dihaluihan	dihaluskan
dihancuakan	dihancurkan
dihantian	dihentikan
dihantikan	dihentikan
dihapuih	dihapus
dihapuihkan	dihapuskan
diharapkan	diharapkan
diharokan	diharapkan
diharuskan	diharuskan
dihasiakan	dihasilkan
dihasilan	dihasilkan
dihasilkan	dihasilkan
dihasilkannya	dihasilkannya
dihias	dihias
dihiasi	dihiasi
dihidangan	dihidangkan
dihidangkan	dihidangkan
dihimpun	dihimpun
dihormati	dihormati
dihoromati	dihormati
dihubuangkan	dihubungkan
dihubungkan	dihubungkan
dihukum	dihukum
dihuni	dihuni
diiduikan	dihidupkan
diijo	dieja
diikek	diikat
diikuik	diikuti
diikuikan	diikuti
diikuiki	diikuti
diikuti	diikuti
diilhami	diilhami
diimbau	dihimbau
diimpor	diimpor
diingek	diingat
diinginkan	diinginkan
diinginkannyo	diinginkannya
diiriangan	diiringi
diiriangi	diiringi
diirih	diiris
diiringi	diiringi
diisi	diisi
diizinan	diizinkan
diizinkan	diizinkan
dijabaik	dijabat
dijadian	dijadikan
dijadikan	dijadikan
dijago	dijaga
dijajah	dijajah
dijalanan	dijalankan
dijalani	dijalani
dijalaninyo	dijalaninya
dijalankan	dijalankan
dijalehan	dijelaskan
dijanjikan	dijanjikan
dijatuahi	dijatuhi
dijodohan	dijodohkan
dijua	dijual
dijual	dijual
dijuluaki	dijuluki
dijuluki	dijuluki
dijumlahan	dijumlahkan
dijumpai	dijumpai
dijumpoi	dijumpai
dik	dik
dikabaan	dikabarkan
dikabakan	dikabarkan
dikabumian	dikebumikan
dikacau	dikacau
dikaitkan	dikaitkan
dikaji	dikaji
dikalahkan	dikalahkan
dikaliliangi	dikelilingi
dikalilingi	dikelilingi
dikalola	dikelola
dikalompokan	dikelompokkan
dikalompokkan	dikelompokkan
dikaluaan	dikeluarkan
dikaluakan	dikeluarkan
dikaluakannyo	dikeluarkannya
dikambalian	dikembalikan
dikambangan	dikembangkan
dikambangkan	dikembangkan
dikameh	dikemas
dikamuflase	dikamuflase
dikamukoan	dikemukakan
dikana	diingat
dikanaian	dikenakan
dikanali	dikenali
dikanang	dikenang
dikandaki	dikehendaki
dikandalian	dikendalikan
dikandalikan	dikendalikan
dikapaloi	dikepalai
dikapuang	dikepung
dikarajoan	dikerjakan
dikarajoannyo	dikerjakannya
dikarajokan	dikerjakan
dikarang	dikarang
dikaranoan	dikarenakan
dikaranokan	dikarenakan
dikarek	dipotong
dikarenakan	dikarenakan
dikariangan	dikeringkan
dikariangkan	dikeringkan
dikarunia	dikarunia
dikaruniai	dikaruniai
dikatahui	diketahui
dikatakan	dikatakan
dikataui	diketahui
dikategorikan	dikategorikan
dikatoan	dikatakan
dikatokan	dikatakan
dikatuai	diketuai
dikecek	disebut
dikecekan	dikatakan
dikecekkan	dibilang
dikelola	dikelola
dikenal	dikenal
dikenali	dikenali
dikenalkan	dikenalkan
dikenang	dikenang
diketahui	diketahui
diketuai	diketuai
dikirim	dikirim
dikirimkan	dikirimkan
dikisahkan	dikisahkan
diklaim	diklaim
dikombinasikan	dikombinasikan
dikompilasi	dikompilasi
dikonfirmasi	dikonfirmasi
dikonsumsi	dikonsumsi
dikontrol	dikontrol
dikritik	dikritik
dikuasai	dikuasai
dikuasoi	dikuasai
dikubua	dikubur
dikubuaan	dikuburkan
dikubuakan	dikubur
dikudian	kemudian
dikudok	dimakan
dikukuahan	dikukuhkan
dikukuahkan	ditetapkan
dikukuih	dikukus
dikumpuaan	dikumpulkan
dikumpuakan	dikumpulkan
dikumpuan	dikumpulkan
dikunjuangi	dikunjungi
dikunjuanginyo	dikunjunginya
dikunjungi	dikunjungi
dikurangi	dikurangi
dikutuak	dikutuk
dilagukan	dilagukan
dilahiaan	dilahirkan
dilahiakan	dilahirkan
dilahian	dilahirkan
dilahiekan	dilahirkan
dilahirkan	dilahirkan
dilaiaan	dilahirkan
dilakekan	dilekatkan
dilaksanaan	dilaksanakan
dilaksanakan	dilaksanakan
dilaksanokan	dilaksanakan
dilakukan	dilakukan
dilakukannyo	dilakukannya
dilalui	dilalui
dilancarkan	dilancarkan
dilando	dilanda
dilangkokan	dilengkapkan
dilangkoki	dilengkapi
dilangsuangkan	dilangsungkan
dilanjuik	dilanjutkan
dilanjuikan	dilanjutkan
dilanjuikkan	dilanjutkan
dilantiak	dilantik
dilantik	dilantik
dilapehan	dilepaskan
dilapehkan	dilepaskan
dilapisi	dilapisi
dilaporkan	dilaporkan
dilarang	dilarang
dilatak	diletakkan
dilatakan	diletakkan
dilatakkan	diletakkan
dilatiah	dilatih
dilayani	dilayani
dilelehan	dilelehkan
dilengkapi	dilengkapi
dilewati	dilewati
diliek	dilihat
dilihat	dilihat
dilihek	dilihat
dilinduangi	dilindungi
dilindungi	dilindungi
dilintasi	dilintasi
dilipek	dilipat
dilumuri	dilumuri
diluncuakan	diluncurkan
diluncuran	diluncurkan
dima	dimana
dimainan	dimainkan
dimainkan	dimainkan
dimakaman	dimakamkan
dimakamkan	dimakamkan
dimakan	dimakan
dimakasuik	dimaksud
dimaksud	dimaksud
dimana	dimana
dimanangan	dimenangkan
dimanangkan	dimenangkan
dimanfaaikan	dimanfaatkan
dimanfaatkan	dimanfaatkan
dimangarati	dimengerti
dimano	dimana
dimasak	dimasak
dimasuak	dimasukkan
dimasuakan	dimasukkan
dimasuakkan	dimasukkan
dimasukkan	dimasukkan
dimekarkan	dimekarkan
dimensi	dimensi
dimiliki	dimiliki
diminati	diminati
diminta	diminta
dimintai	dimintai
dimintak	diminta
diminum	diminum
dimodifikasi	dimodifikasi
dimotori	dimotori
dimuat	dimuat
dimuek	dimuat
dimukasuik	dimaksud
dimukasuikan	dimaksudkan
dimulai	dimulai
dimulainyo	dimulainya
dimuloi	dimulai
dimungkinkan	dimungkinkan
dimusyawarahkan	dimusyawarahkan
din	din
dinaiakan	dinaikkan
dinamika	dinamika
dinamis	dinamis
dinamoan	dinamakan
dinamoi	dinamai
dinamokan	dinamakan
dinas	dinas
dinasti	dinasti
dindiang	dinding
dindiangnyo	dindingnya
dingin	dingin
dini	dini
dinikahi	dinikahi
dinikmati	dinikmati
dinilai	dinilai
dinobaikan	dinobatkan
dinobatkan	dinobatkan
dinyanyian	dinyanyikan
dinyanyikan	dinyanyikan
dinyatoan	dinyatakan
dinyatokan	dinyatakan
dioksida	dioksida
diolah	diolah
dioperasian	dioperasikan
dipabanyak	diperbanyak
dipacah	dipecah
dipacayo	dipercaya
dipacayoi	dipercaya
dipacik	dipegang
dipaciknyo	dipegangnya
dipadanga	diperdengarkan
dipadebatan	diperdebatkan
dipadebatkan	diperdebatkan
dipadukan	dipadukan
dipagunoan	dipergunakan
dipagunokan	digunakan
dipahami	dipahami
dipajaleh	diperjelas
dipajang	dipajang
dipakai	dipakai
dipakaikan	dipekatkan
dipakainyo	dipakainya
dipakanalkan	diperkenalkan
dipakiroan	diperkirakan
dipakirokan	diperkirakan
dipakuek	diperkuat
dipalajari	dipelajari
dipalaweh	diperluas
dipaliharo	dipelihara
dipalueh	diperluas
dipameran	dipamerkan
dipamerkan	dipamerkan
dipancaran	dipancarkan
dipandang	dipandang
dipandu	dipandu
dipanehan	dipanaskan
dipanen	dipanen
dipangaruahi	dipengaruhi
dipangaruhi	dipengaruhi
dipanggang	dipanggang
dipanggia	dipanggil
dipanggie	dipanggil
dipangku	dipangku
dipanjaroan	dipenjarakan
dipantau	dipantau
dipanuahi	dipenuhi
dipanuhi	dipenuhi
diparaluan	diperlukan
diparalukan	diperlukan
diparanakkan	diperanakkan
diparatian	diperhatikan
diparentah	diperintah
dipareso	diperiksa
diparingati	diperingati
diparintah	diperintah
diparintahkan	diperintahkan
diparkiroan	diperkirakan
diparoleh	diperoleh
diparuik	diparut
diparuntuikan	diperuntukkan
dipasambahkan	dipersembahkan
dipasang	dipasang
dipasanjatoi	dipersenjatai
dipasingkek	dipersingkat
dipaso	dipaksa
dipastian	dipastikan
dipatandiangan	dipertandingkan
dipatanyokan	dipertanyakan
dipatenkan	dipatenkan
dipatimbangkan	dipertimbangkan
dipatontonkan	dipertontonkan
dipecat	dipecat
dipensiunan	dipensiunkan
dipentaskan	dipentaskan
diperankan	diperankan
dipercayai	dipercayai
diperkenalkan	diperkenalkan
diperoleh	diperoleh
dipertuan	dipertuan
dipicayo	dipercaya
dipicayoi	dipercayai
dipicu	dipicu
dipiliah	dipilih
dipimpin	dipimpin
dipindahan	dipindahkan
dipindahkan	dipindahkan
dipinjam	dipinjam
dipinjamkan	dipinjamkan
dipinjamnyo	dipinjamnya
dipisah	dipisah
dipisahan	dipisahkan
diploma	diploma
diplomasi	diplomasi
diplomat	diplomat
diplomatik	diplomatik
diponegoro	diponegoro
dipopuleran	dipopulerkan
dipotong	dipotong
diprakarsai	diprakarsai
dipraktikkan	dipraktikkan
diproduksi	diproduksi
diproduseri	diproduseri
dipromosian	dipromosikan
diproses	diproses
diptera	diptera
dipublikasian	dipublikasikan
dipublikasikan	dipublikasikan
dipuji	dipuji
dipukua	dipukul
dipulihkan	dipulihkan
dipunyoi	dipunyai
diputa	diputar
dirabuih	direbus
dirabuik	direbut
diraiah	diraih
diraiahnyo	diraihnya
diraih	diraih
dirancang	dirancang
dirancanokan	direncanakan
dirandam	direndam
dirasmian	diresmikan
dirasmikan	diresmikan
dirasoan	dirasakan
dirasokan	dirasakan
dirawaik	dirawat
dirawat	dirawat
dirayoan	dirayakan
dirayokan	dirayakan
direhabilitasi	direhabilitasi
direkam	direkam
direkomendasikan	direkomendasikan
direkonstruksi	direkonstruksi
direksi	direksi
direktorat	direktorat
direktur	direktur
direncanakan	direncanakan
direnovasi	direnovasi
diresmikan	diresmikan
dirgantara	dirgantara
diri	diri
dirian	dirikan
dirilis	dirilis
dirinya	dirinya
dirinyo	dirinya
diriwayaikan	diriwayatkan
